age,parrot_name,number_of_words
34,Rose-ringed parakeet,50
59,Eclectus,79
2,Rose-ringed parakeet,15
33,Budgerigar,64
17,Eclectus,30
9,Budgerigar,5
18,Eclectus,24
35,Rose-ringed parakeet,57
42,Rose-ringed parakeet,77
6,Eclectus,5
28,Budgerigar,38
20,Rose-ringed parakeet,38
14,Budgerigar,25
40,Eclectus,44
54,Rose-ringed parakeet,73
38,Rose-ringed parakeet,51
22,Eclectus,48
49,Eclectus,83
38,Budgerigar,54
2,Rose-ringed parakeet,15
7,Budgerigar,3
14,Eclectus,19
51,Eclectus,80
52,Rose-ringed parakeet,76
31,Eclectus,46
19,Rose-ringed parakeet,29
52,Eclectus,87
19,Budgerigar,29
38,Eclectus,41
34,Eclectus,63
16,Budgerigar,33
17,Rose-ringed parakeet,22
19,Budgerigar,29
50,Budgerigar,62
37,Eclectus,62
45,Rose-ringed parakeet,76
60,Budgerigar,81
30,Budgerigar,32
42,Budgerigar,71
35,Budgerigar,52
50,Rose-ringed parakeet,64
19,Rose-ringed parakeet,13
46,Rose-ringed parakeet,78
54,Rose-ringed parakeet,64
59,Budgerigar,96
17,Rose-ringed parakeet,35
16,Eclectus,32
26,Budgerigar,51
54,Budgerigar,60
8,Eclectus,6
36,Rose-ringed parakeet,46
42,Eclectus,72
14,Eclectus,14
52,Rose-ringed parakeet,83
38,Budgerigar,60
46,Rose-ringed parakeet,67
23,Budgerigar,32
3,Eclectus,15
7,Eclectus,3
9,Eclectus,11
55,Rose-ringed parakeet,85
2,Rose-ringed parakeet,11
5,Eclectus,10
55,Eclectus,70
19,Rose-ringed parakeet,27
28,Budgerigar,36
25,Rose-ringed parakeet,30
60,Rose-ringed parakeet,76
1,Budgerigar,1
40,Budgerigar,62
60,Eclectus,97
13,Eclectus,11
44,Budgerigar,69
7,Budgerigar,11
53,Eclectus,68
39,Eclectus,42
39,Rose-ringed parakeet,67
46,Eclectus,61
59,Rose-ringed parakeet,91
48,Eclectus,65
8,Budgerigar,17
30,Rose-ringed parakeet,48
30,Budgerigar,42
24,Rose-ringed parakeet,32
40,Eclectus,67
5,Eclectus,16
1,Budgerigar,10
45,Rose-ringed parakeet,66
50,Eclectus,61
22,Eclectus,24
36,Budgerigar,52
3,Budgerigar,6
9,Eclectus,17
12,Budgerigar,25
27,Budgerigar,59
53,Rose-ringed parakeet,67
28,Eclectus,50
41,Budgerigar,78
14,Budgerigar,16
26,Budgerigar,34
52,Budgerigar,78
13,Eclectus,22
20,Rose-ringed parakeet,12
35,Rose-ringed parakeet,41
1,Eclectus,15
12,Budgerigar,28
1,Rose-ringed parakeet,4
36,Rose-ringed parakeet,58
46,Eclectus,68
15,Budgerigar,16
49,Budgerigar,90
58,Budgerigar,90
6,Budgerigar,20
15,Budgerigar,14
60,Budgerigar,95
21,Eclectus,45
42,Rose-ringed parakeet,77
34,Budgerigar,52
60,Rose-ringed parakeet,73
52,Rose-ringed parakeet,72
39,Budgerigar,63
51,Rose-ringed parakeet,66
5,Rose-ringed parakeet,4
8,Eclectus,5
25,Budgerigar,36
57,Rose-ringed parakeet,97
41,Rose-ringed parakeet,70
41,Eclectus,54
42,Rose-ringed parakeet,79
22,Budgerigar,31
20,Budgerigar,16
14,Eclectus,22
31,Eclectus,44
23,Eclectus,25
45,Budgerigar,77
53,Rose-ringed parakeet,76
38,Eclectus,42
16,Eclectus,15
24,Rose-ringed parakeet,35
59,Rose-ringed parakeet,70
57,Budgerigar,99
31,Rose-ringed parakeet,43
49,Rose-ringed parakeet,62
48,Eclectus,79
43,Budgerigar,55
56,Rose-ringed parakeet,71
47,Budgerigar,75
12,Eclectus,22
37,Rose-ringed parakeet,65
13,Eclectus,15
58,Eclectus,99
20,Rose-ringed parakeet,31
12,Rose-ringed parakeet,13
33,Budgerigar,59
52,Budgerigar,71
11,Rose-ringed parakeet,23
41,Rose-ringed parakeet,73
15,Budgerigar,18
36,Eclectus,45
3,Eclectus,8
53,Rose-ringed parakeet,78
7,Eclectus,16
46,Budgerigar,89
48,Budgerigar,88
10,Rose-ringed parakeet,1
37,Eclectus,69
33,Eclectus,70
49,Budgerigar,74
53,Budgerigar,67
35,Rose-ringed parakeet,44
39,Budgerigar,45
59,Budgerigar,89
15,Rose-ringed parakeet,15
29,Rose-ringed parakeet,47
4,Budgerigar,18
47,Eclectus,82
26,Rose-ringed parakeet,52
52,Rose-ringed parakeet,60
26,Budgerigar,39
17,Rose-ringed parakeet,38
38,Eclectus,43
36,Budgerigar,65
3,Rose-ringed parakeet,17
34,Budgerigar,44
3,Budgerigar,0
27,Rose-ringed parakeet,55
18,Rose-ringed parakeet,20
3,Eclectus,18
49,Rose-ringed parakeet,76
15,Eclectus,10
1,Budgerigar,6
28,Budgerigar,53
15,Budgerigar,23
59,Rose-ringed parakeet,91
51,Rose-ringed parakeet,64
9,Rose-ringed parakeet,2
58,Eclectus,78
28,Rose-ringed parakeet,31
33,Rose-ringed parakeet,49
35,Eclectus,57
50,Budgerigar,65
41,Budgerigar,64
40,Budgerigar,63
52,Eclectus,75
33,Eclectus,56
28,Rose-ringed parakeet,50
47,Rose-ringed parakeet,71
42,Eclectus,62
52,Budgerigar,62
22,Rose-ringed parakeet,28
36,Eclectus,41
42,Budgerigar,52
39,Rose-ringed parakeet,51
57,Rose-ringed parakeet,80
13,Eclectus,27
39,Rose-ringed parakeet,51
31,Rose-ringed parakeet,54
41,Budgerigar,55
43,Budgerigar,78
24,Budgerigar,34
51,Budgerigar,60
7,Rose-ringed parakeet,7
33,Rose-ringed parakeet,63
31,Budgerigar,53
31,Budgerigar,57
50,Eclectus,73
29,Budgerigar,60
13,Eclectus,29
33,Rose-ringed parakeet,58
51,Eclectus,63
33,Rose-ringed parakeet,43
7,Budgerigar,15
3,Rose-ringed parakeet,6
8,Eclectus,16
58,Budgerigar,92
11,Rose-ringed parakeet,28
20,Rose-ringed parakeet,31
32,Rose-ringed parakeet,44
36,Rose-ringed parakeet,46
52,Eclectus,90
60,Eclectus,92
33,Budgerigar,63
31,Eclectus,44
54,Eclectus,76
2,Rose-ringed parakeet,14
8,Eclectus,13
9,Eclectus,12
50,Budgerigar,69
25,Budgerigar,49
43,Rose-ringed parakeet,61
11,Budgerigar,25
40,Eclectus,52
52,Budgerigar,71
56,Budgerigar,97
11,Eclectus,19
23,Eclectus,31
41,Budgerigar,68
24,Budgerigar,43
8,Eclectus,10
36,Rose-ringed parakeet,46
3,Eclectus,2
22,Eclectus,32
52,Rose-ringed parakeet,61
44,Eclectus,63
42,Budgerigar,77
40,Eclectus,69
36,Rose-ringed parakeet,54
39,Budgerigar,50
53,Rose-ringed parakeet,87
48,Rose-ringed parakeet,78
37,Budgerigar,50
52,Rose-ringed parakeet,78
28,Eclectus,55
58,Budgerigar,80
32,Rose-ringed parakeet,70
44,Rose-ringed parakeet,59
43,Budgerigar,66
25,Eclectus,49
21,Rose-ringed parakeet,27
46,Rose-ringed parakeet,78
27,Rose-ringed parakeet,37
59,Budgerigar,84
38,Budgerigar,41
24,Rose-ringed parakeet,22
41,Rose-ringed parakeet,53
2,Eclectus,16
54,Eclectus,83
12,Budgerigar,23
32,Budgerigar,66
5,Rose-ringed parakeet,5
49,Budgerigar,61
48,Eclectus,64
33,Budgerigar,43
9,Budgerigar,20
36,Eclectus,44
11,Eclectus,10
18,Rose-ringed parakeet,32
53,Eclectus,90
3,Budgerigar,3
57,Rose-ringed parakeet,84
23,Rose-ringed parakeet,44
57,Rose-ringed parakeet,84
9,Budgerigar,3
17,Budgerigar,35
36,Rose-ringed parakeet,65
48,Budgerigar,65
52,Rose-ringed parakeet,89
16,Rose-ringed parakeet,35
48,Budgerigar,66
53,Eclectus,78
10,Budgerigar,9
52,Budgerigar,67
51,Rose-ringed parakeet,75
42,Budgerigar,58
38,Eclectus,62
13,Rose-ringed parakeet,18
52,Rose-ringed parakeet,72
27,Eclectus,40
48,Rose-ringed parakeet,61
8,Rose-ringed parakeet,2
31,Rose-ringed parakeet,62
16,Rose-ringed parakeet,24
42,Rose-ringed parakeet,61
56,Eclectus,75
29,Rose-ringed parakeet,58
13,Budgerigar,12
44,Rose-ringed parakeet,50
31,Rose-ringed parakeet,44
32,Budgerigar,40
50,Budgerigar,77
54,Budgerigar,79
35,Rose-ringed parakeet,40
47,Eclectus,83
29,Rose-ringed parakeet,58
10,Rose-ringed parakeet,13
23,Eclectus,36
24,Rose-ringed parakeet,32
35,Budgerigar,60
48,Budgerigar,60
26,Budgerigar,51
15,Rose-ringed parakeet,25
4,Budgerigar,19
31,Rose-ringed parakeet,44
55,Rose-ringed parakeet,79
3,Budgerigar,2
27,Rose-ringed parakeet,54
25,Budgerigar,43
13,Budgerigar,18
43,Budgerigar,53
49,Rose-ringed parakeet,62
56,Eclectus,86
55,Eclectus,64
43,Eclectus,78
58,Budgerigar,77
42,Rose-ringed parakeet,75
26,Rose-ringed parakeet,60
22,Rose-ringed parakeet,24
25,Eclectus,42
13,Rose-ringed parakeet,14
38,Eclectus,52
17,Rose-ringed parakeet,23
8,Eclectus,17
31,Eclectus,42
43,Eclectus,57
57,Budgerigar,97
5,Budgerigar,3
60,Rose-ringed parakeet,71
29,Rose-ringed parakeet,38
38,Eclectus,46
55,Eclectus,77
49,Eclectus,86
21,Rose-ringed parakeet,26
40,Rose-ringed parakeet,66
47,Eclectus,73
19,Rose-ringed parakeet,34
44,Rose-ringed parakeet,53
5,Eclectus,1
41,Budgerigar,51
35,Eclectus,45
2,Budgerigar,7
3,Eclectus,7
30,Budgerigar,40
2,Budgerigar,8
60,Budgerigar,93
39,Budgerigar,52
8,Eclectus,16
55,Eclectus,84
2,Rose-ringed parakeet,10
47,Rose-ringed parakeet,62
19,Eclectus,16
50,Rose-ringed parakeet,69
38,Eclectus,61
33,Eclectus,60
60,Eclectus,95
10,Rose-ringed parakeet,9
13,Eclectus,29
37,Rose-ringed parakeet,58
40,Eclectus,68
13,Budgerigar,19
16,Eclectus,37
10,Eclectus,6
46,Eclectus,65
37,Rose-ringed parakeet,60
58,Budgerigar,93
27,Budgerigar,57
35,Eclectus,67
51,Budgerigar,89
27,Rose-ringed parakeet,30
54,Budgerigar,79
41,Eclectus,67
8,Rose-ringed parakeet,11
6,Eclectus,4
15,Rose-ringed parakeet,25
34,Eclectus,42
10,Rose-ringed parakeet,10
3,Budgerigar,5
11,Eclectus,24
8,Budgerigar,0
19,Eclectus,22
51,Eclectus,60
54,Rose-ringed parakeet,60
34,Eclectus,42
43,Rose-ringed parakeet,72
52,Rose-ringed parakeet,70
46,Budgerigar,60
17,Budgerigar,15
16,Budgerigar,40
22,Eclectus,20
45,Budgerigar,74
58,Eclectus,77
6,Budgerigar,17
2,Eclectus,4
47,Budgerigar,90
15,Eclectus,12
14,Budgerigar,12
18,Budgerigar,23
14,Eclectus,24
16,Budgerigar,21
11,Budgerigar,28
13,Rose-ringed parakeet,25
37,Eclectus,57
40,Eclectus,47
10,Rose-ringed parakeet,0
42,Eclectus,69
44,Eclectus,53
3,Eclectus,4
32,Budgerigar,42
40,Budgerigar,67
19,Budgerigar,20
8,Budgerigar,20
8,Rose-ringed parakeet,14
51,Rose-ringed parakeet,66
2,Budgerigar,14
44,Eclectus,72
6,Budgerigar,16
47,Eclectus,90
31,Rose-ringed parakeet,55
42,Budgerigar,71
1,Rose-ringed parakeet,17
12,Rose-ringed parakeet,12
24,Budgerigar,42
19,Budgerigar,11
52,Eclectus,88
13,Eclectus,10
47,Rose-ringed parakeet,72
30,Eclectus,53
31,Rose-ringed parakeet,62
35,Rose-ringed parakeet,57
8,Eclectus,7
16,Eclectus,37
24,Rose-ringed parakeet,34
48,Budgerigar,62
40,Budgerigar,50
29,Eclectus,41
33,Eclectus,41
58,Eclectus,80
42,Rose-ringed parakeet,63
48,Rose-ringed parakeet,82
42,Budgerigar,55
17,Eclectus,27
22,Rose-ringed parakeet,49
30,Budgerigar,31
1,Budgerigar,4
42,Budgerigar,57
55,Rose-ringed parakeet,62
36,Rose-ringed parakeet,57
49,Eclectus,67
56,Eclectus,96
9,Eclectus,13
52,Eclectus,73
26,Budgerigar,33
52,Eclectus,68
10,Rose-ringed parakeet,15
45,Budgerigar,60
21,Rose-ringed parakeet,40
43,Rose-ringed parakeet,74
5,Rose-ringed parakeet,14
24,Rose-ringed parakeet,43
38,Rose-ringed parakeet,43
29,Rose-ringed parakeet,37
47,Budgerigar,68
47,Eclectus,90
22,Eclectus,44
32,Eclectus,40
29,Rose-ringed parakeet,43
9,Rose-ringed parakeet,14
25,Rose-ringed parakeet,24
31,Eclectus,41
22,Budgerigar,36
4,Eclectus,14
2,Rose-ringed parakeet,16
9,Eclectus,15
19,Eclectus,24
29,Rose-ringed parakeet,44
17,Rose-ringed parakeet,34
28,Budgerigar,53
17,Rose-ringed parakeet,29
16,Budgerigar,31
46,Budgerigar,76
16,Eclectus,35
14,Budgerigar,22
55,Eclectus,63
7,Rose-ringed parakeet,9
5,Budgerigar,16
20,Rose-ringed parakeet,11
10,Rose-ringed parakeet,8
18,Eclectus,23
36,Rose-ringed parakeet,45
60,Rose-ringed parakeet,94
8,Eclectus,17
17,Eclectus,31
20,Rose-ringed parakeet,29
1,Rose-ringed parakeet,6
7,Rose-ringed parakeet,20
17,Eclectus,18
9,Budgerigar,6
27,Rose-ringed parakeet,60
23,Eclectus,24
27,Budgerigar,37
15,Rose-ringed parakeet,23
26,Rose-ringed parakeet,31
41,Budgerigar,62
1,Rose-ringed parakeet,9
48,Rose-ringed parakeet,81
32,Eclectus,57
47,Budgerigar,78
19,Rose-ringed parakeet,15
29,Rose-ringed parakeet,46
12,Budgerigar,30
8,Budgerigar,5
49,Rose-ringed parakeet,90
14,Rose-ringed parakeet,10
36,Eclectus,45
50,Rose-ringed parakeet,70
58,Budgerigar,74
12,Rose-ringed parakeet,20
42,Rose-ringed parakeet,77
21,Eclectus,47
55,Eclectus,60
12,Budgerigar,20
41,Budgerigar,64
2,Eclectus,5
28,Budgerigar,35
7,Eclectus,11
28,Budgerigar,51
15,Eclectus,20
58,Eclectus,72
21,Budgerigar,31
23,Budgerigar,31
53,Eclectus,87
29,Rose-ringed parakeet,55
11,Budgerigar,24
38,Rose-ringed parakeet,62
15,Eclectus,21
25,Budgerigar,38
50,Eclectus,64
43,Eclectus,58
28,Rose-ringed parakeet,42
13,Rose-ringed parakeet,20
35,Budgerigar,65
9,Rose-ringed parakeet,10
60,Eclectus,89
38,Rose-ringed parakeet,46
35,Budgerigar,44
30,Rose-ringed parakeet,49
31,Rose-ringed parakeet,65
5,Budgerigar,16
23,Rose-ringed parakeet,44
15,Budgerigar,12
2,Eclectus,14
17,Eclectus,24
40,Rose-ringed parakeet,55
48,Eclectus,74
38,Budgerigar,60
35,Eclectus,47
25,Budgerigar,42
60,Rose-ringed parakeet,79
23,Eclectus,45
10,Rose-ringed parakeet,11
30,Eclectus,51
54,Eclectus,62
28,Rose-ringed parakeet,59
3,Eclectus,11
13,Eclectus,15
51,Eclectus,75
11,Rose-ringed parakeet,20
38,Rose-ringed parakeet,58
36,Budgerigar,54
41,Eclectus,65
7,Eclectus,15
57,Budgerigar,75
57,Eclectus,98
14,Rose-ringed parakeet,12
43,Budgerigar,54
33,Rose-ringed parakeet,41
32,Eclectus,62
43,Rose-ringed parakeet,77
25,Budgerigar,26
51,Rose-ringed parakeet,70
42,Rose-ringed parakeet,65
11,Budgerigar,20
3,Rose-ringed parakeet,2
23,Budgerigar,31
37,Rose-ringed parakeet,48
44,Eclectus,55
52,Budgerigar,62
48,Eclectus,88
28,Eclectus,50
4,Rose-ringed parakeet,17
21,Rose-ringed parakeet,38
31,Eclectus,49
20,Eclectus,28
57,Eclectus,81
11,Rose-ringed parakeet,24
4,Eclectus,19
2,Eclectus,3
15,Budgerigar,18
35,Rose-ringed parakeet,56
36,Eclectus,48
58,Rose-ringed parakeet,80
22,Rose-ringed parakeet,38
12,Budgerigar,17
46,Rose-ringed parakeet,90
44,Budgerigar,53
49,Rose-ringed parakeet,60
6,Rose-ringed parakeet,16
12,Budgerigar,11
2,Rose-ringed parakeet,12
4,Rose-ringed parakeet,14
51,Rose-ringed parakeet,82
47,Budgerigar,62
52,Rose-ringed parakeet,60
33,Rose-ringed parakeet,48
45,Budgerigar,58
35,Eclectus,58
21,Budgerigar,21
53,Rose-ringed parakeet,67
48,Budgerigar,90
56,Budgerigar,84
4,Rose-ringed parakeet,16
27,Budgerigar,59
25,Rose-ringed parakeet,22
4,Eclectus,20
16,Budgerigar,32
5,Rose-ringed parakeet,7
3,Budgerigar,15
29,Eclectus,49
2,Eclectus,8
37,Rose-ringed parakeet,59
38,Rose-ringed parakeet,55
6,Rose-ringed parakeet,1
25,Eclectus,33
1,Rose-ringed parakeet,5
15,Rose-ringed parakeet,15
26,Eclectus,37
17,Rose-ringed parakeet,18
10,Rose-ringed parakeet,18
21,Budgerigar,26
44,Rose-ringed parakeet,69
15,Budgerigar,17
38,Eclectus,57
17,Budgerigar,32
41,Rose-ringed parakeet,60
13,Eclectus,26
26,Eclectus,54
35,Eclectus,52
8,Eclectus,12
1,Budgerigar,14
4,Rose-ringed parakeet,15
50,Rose-ringed parakeet,88
42,Eclectus,59
17,Rose-ringed parakeet,24
31,Eclectus,40
11,Budgerigar,15
7,Budgerigar,0
29,Rose-ringed parakeet,44
30,Eclectus,48
58,Budgerigar,96
25,Eclectus,47
48,Rose-ringed parakeet,64
45,Rose-ringed parakeet,50
29,Budgerigar,31
48,Eclectus,75
35,Rose-ringed parakeet,50
18,Eclectus,24
12,Eclectus,29
8,Rose-ringed parakeet,8
37,Eclectus,55
17,Budgerigar,28
27,Rose-ringed parakeet,49
52,Budgerigar,79
57,Eclectus,93
34,Budgerigar,42
51,Budgerigar,62
52,Rose-ringed parakeet,81
37,Eclectus,42
49,Budgerigar,89
10,Eclectus,19
18,Budgerigar,15
5,Eclectus,7
47,Budgerigar,85
4,Budgerigar,5
30,Rose-ringed parakeet,39
54,Budgerigar,80
57,Budgerigar,79
13,Budgerigar,13
48,Budgerigar,65
39,Rose-ringed parakeet,47
56,Eclectus,77
42,Eclectus,69
46,Rose-ringed parakeet,61
41,Rose-ringed parakeet,70
15,Eclectus,20
10,Eclectus,7
51,Rose-ringed parakeet,72
30,Budgerigar,60
38,Eclectus,52
58,Budgerigar,79
22,Rose-ringed parakeet,21
15,Eclectus,21
54,Rose-ringed parakeet,82
39,Budgerigar,69
45,Rose-ringed parakeet,65
28,Rose-ringed parakeet,55
31,Budgerigar,69
4,Budgerigar,11
27,Rose-ringed parakeet,34
54,Eclectus,69
58,Eclectus,76
21,Eclectus,23
8,Rose-ringed parakeet,10
13,Budgerigar,21
42,Budgerigar,78
3,Rose-ringed parakeet,10
58,Budgerigar,83
1,Budgerigar,13
32,Budgerigar,42
51,Eclectus,74
59,Rose-ringed parakeet,71
9,Rose-ringed parakeet,15
38,Rose-ringed parakeet,61
35,Rose-ringed parakeet,63
15,Rose-ringed parakeet,12
52,Budgerigar,60
25,Budgerigar,32
33,Eclectus,45
49,Rose-ringed parakeet,84
45,Budgerigar,78
57,Eclectus,72
23,Eclectus,39
32,Budgerigar,43
38,Rose-ringed parakeet,43
48,Budgerigar,87
21,Rose-ringed parakeet,37
25,Budgerigar,30
33,Eclectus,58
34,Budgerigar,48
49,Budgerigar,84
47,Eclectus,60
22,Eclectus,48
55,Eclectus,69
6,Budgerigar,1
10,Rose-ringed parakeet,19
17,Eclectus,10
48,Budgerigar,74
27,Rose-ringed parakeet,58
36,Eclectus,53
43,Rose-ringed parakeet,66
28,Rose-ringed parakeet,33
36,Eclectus,44
47,Eclectus,68
31,Rose-ringed parakeet,49
48,Eclectus,69
18,Budgerigar,37
60,Budgerigar,85
51,Eclectus,61
43,Eclectus,53
44,Budgerigar,74
33,Budgerigar,65
56,Rose-ringed parakeet,88
11,Budgerigar,27
17,Rose-ringed parakeet,30
30,Eclectus,36
33,Rose-ringed parakeet,66
30,Budgerigar,50
26,Rose-ringed parakeet,40
14,Eclectus,25
4,Budgerigar,18
28,Rose-ringed parakeet,37
58,Rose-ringed parakeet,94
24,Budgerigar,30
5,Eclectus,10
20,Rose-ringed parakeet,34
5,Eclectus,8
39,Eclectus,41
57,Budgerigar,87
33,Rose-ringed parakeet,63
7,Rose-ringed parakeet,2
48,Rose-ringed parakeet,79
25,Eclectus,47
2,Rose-ringed parakeet,3
44,Budgerigar,79
50,Eclectus,62
42,Rose-ringed parakeet,78
36,Rose-ringed parakeet,41
46,Rose-ringed parakeet,66
47,Rose-ringed parakeet,84
46,Rose-ringed parakeet,75
49,Eclectus,85
39,Eclectus,70
33,Eclectus,48
45,Rose-ringed parakeet,78
4,Budgerigar,19
28,Rose-ringed parakeet,37
24,Eclectus,21
12,Budgerigar,18
21,Budgerigar,41
46,Rose-ringed parakeet,83
58,Eclectus,73
23,Eclectus,45
15,Budgerigar,15
9,Budgerigar,9
27,Eclectus,57
19,Rose-ringed parakeet,16
56,Budgerigar,94
11,Eclectus,13
11,Budgerigar,15
22,Budgerigar,41
36,Budgerigar,41
7,Eclectus,18
43,Eclectus,74
45,Budgerigar,50
28,Budgerigar,43
20,Eclectus,25
15,Rose-ringed parakeet,12
14,Budgerigar,30
35,Budgerigar,67
34,Budgerigar,58
24,Budgerigar,20
54,Budgerigar,74
5,Budgerigar,15
13,Budgerigar,24
50,Budgerigar,87
34,Budgerigar,54
24,Budgerigar,44
5,Rose-ringed parakeet,15
1,Budgerigar,4
27,Eclectus,51
27,Rose-ringed parakeet,32
12,Budgerigar,13
36,Rose-ringed parakeet,53
34,Budgerigar,45
21,Budgerigar,25
52,Eclectus,71
2,Budgerigar,14
23,Budgerigar,41
44,Budgerigar,63
20,Rose-ringed parakeet,19
1,Rose-ringed parakeet,17
4,Eclectus,11
49,Rose-ringed parakeet,76
57,Eclectus,74
42,Budgerigar,75
24,Rose-ringed parakeet,29
22,Budgerigar,22
15,Eclectus,15
7,Budgerigar,19
16,Eclectus,24
22,Rose-ringed parakeet,40
33,Rose-ringed parakeet,55
30,Eclectus,57
20,Budgerigar,25
51,Rose-ringed parakeet,62
33,Eclectus,50
38,Rose-ringed parakeet,48
40,Budgerigar,49
20,Eclectus,28
57,Eclectus,87
12,Budgerigar,16
47,Budgerigar,66
25,Eclectus,46
7,Rose-ringed parakeet,20
22,Eclectus,42
35,Eclectus,58
21,Budgerigar,29
36,Eclectus,70
6,Rose-ringed parakeet,7
30,Rose-ringed parakeet,48
41,Rose-ringed parakeet,73
47,Rose-ringed parakeet,72
4,Budgerigar,15
26,Rose-ringed parakeet,47
25,Rose-ringed parakeet,28
20,Eclectus,11
56,Budgerigar,92
8,Budgerigar,20
43,Eclectus,69
50,Rose-ringed parakeet,71
45,Rose-ringed parakeet,80
45,Eclectus,80
43,Budgerigar,76
28,Eclectus,50
59,Budgerigar,79
19,Budgerigar,33
52,Rose-ringed parakeet,68
42,Budgerigar,76
35,Budgerigar,52
15,Rose-ringed parakeet,25
60,Budgerigar,98
9,Rose-ringed parakeet,5
46,Eclectus,84
51,Rose-ringed parakeet,85
28,Eclectus,36
55,Rose-ringed parakeet,89
42,Rose-ringed parakeet,58
59,Budgerigar,96
11,Budgerigar,13
10,Rose-ringed parakeet,12
28,Budgerigar,53
38,Eclectus,64
11,Eclectus,20
60,Budgerigar,88
26,Budgerigar,32
30,Rose-ringed parakeet,34
38,Budgerigar,70
58,Budgerigar,81
45,Rose-ringed parakeet,64
12,Eclectus,19
5,Eclectus,2
59,Budgerigar,81
8,Eclectus,6
11,Eclectus,15
12,Rose-ringed parakeet,28
51,Rose-ringed parakeet,78
46,Budgerigar,68
23,Eclectus,45
56,Budgerigar,83
54,Rose-ringed parakeet,65
53,Rose-ringed parakeet,75
42,Budgerigar,69
19,Eclectus,19
25,Budgerigar,42
37,Budgerigar,54
45,Eclectus,61
3,Eclectus,12
44,Rose-ringed parakeet,51
13,Rose-ringed parakeet,28
21,Rose-ringed parakeet,48
56,Rose-ringed parakeet,100
1,Eclectus,7
58,Rose-ringed parakeet,95
16,Budgerigar,30
13,Rose-ringed parakeet,11
27,Eclectus,60
2,Eclectus,1
28,Budgerigar,54
13,Eclectus,10
54,Eclectus,79
57,Rose-ringed parakeet,92
25,Budgerigar,33
48,Rose-ringed parakeet,75
36,Eclectus,42
42,Budgerigar,60
59,Eclectus,86
42,Rose-ringed parakeet,59
27,Rose-ringed parakeet,44
28,Eclectus,53
10,Budgerigar,0
22,Eclectus,46
4,Rose-ringed parakeet,18
22,Eclectus,45
41,Rose-ringed parakeet,51
57,Eclectus,92
28,Eclectus,31
23,Rose-ringed parakeet,31
35,Rose-ringed parakeet,50
15,Budgerigar,26
16,Eclectus,16
18,Budgerigar,28
2,Budgerigar,11
60,Rose-ringed parakeet,78
38,Budgerigar,68
50,Budgerigar,68
31,Budgerigar,52
7,Budgerigar,10
13,Budgerigar,11
21,Budgerigar,45
31,Rose-ringed parakeet,49
21,Eclectus,21
51,Rose-ringed parakeet,89
31,Budgerigar,52
52,Budgerigar,80
33,Budgerigar,40
42,Budgerigar,76
44,Rose-ringed parakeet,59
60,Eclectus,85
46,Rose-ringed parakeet,89
50,Eclectus,88
57,Eclectus,85
48,Eclectus,86
58,Rose-ringed parakeet,96
20,Eclectus,13
8,Eclectus,4
12,Eclectus,24
46,Eclectus,75
46,Eclectus,79
58,Rose-ringed parakeet,92
52,Rose-ringed parakeet,75
50,Eclectus,60
31,Eclectus,61
18,Budgerigar,13
35,Budgerigar,69
54,Budgerigar,63
6,Budgerigar,7
30,Budgerigar,48
44,Budgerigar,51
24,Rose-ringed parakeet,29
40,Eclectus,53
48,Budgerigar,75
11,Rose-ringed parakeet,14
58,Eclectus,80
23,Rose-ringed parakeet,47
16,Budgerigar,40
54,Rose-ringed parakeet,68
1,Rose-ringed parakeet,10
57,Budgerigar,76
34,Budgerigar,44
60,Eclectus,77
32,Eclectus,59
5,Rose-ringed parakeet,8
42,Eclectus,72
45,Rose-ringed parakeet,53
19,Eclectus,39
25,Rose-ringed parakeet,31
26,Budgerigar,39
37,Eclectus,70
29,Eclectus,47
9,Budgerigar,0
22,Budgerigar,42
39,Rose-ringed parakeet,66
11,Rose-ringed parakeet,29
51,Rose-ringed parakeet,69
29,Eclectus,39
20,Rose-ringed parakeet,17
37,Budgerigar,62
32,Budgerigar,69
42,Eclectus,54
18,Rose-ringed parakeet,29
60,Budgerigar,76
36,Rose-ringed parakeet,52
37,Budgerigar,52
32,Budgerigar,42
15,Budgerigar,22
16,Budgerigar,27
5,Budgerigar,16
30,Eclectus,39
38,Budgerigar,50
44,Rose-ringed parakeet,55
37,Rose-ringed parakeet,62
60,Eclectus,79
59,Budgerigar,88
13,Budgerigar,20
24,Eclectus,37
58,Eclectus,79
24,Eclectus,33
5,Budgerigar,14
36,Budgerigar,66
17,Eclectus,31
46,Budgerigar,65
49,Rose-ringed parakeet,73
52,Eclectus,79
46,Rose-ringed parakeet,65
26,Rose-ringed parakeet,52
14,Eclectus,22
10,Budgerigar,9
48,Rose-ringed parakeet,72
18,Budgerigar,34
42,Budgerigar,53
55,Eclectus,74
43,Eclectus,75
57,Eclectus,70
23,Rose-ringed parakeet,24
32,Budgerigar,46
26,Budgerigar,44
25,Budgerigar,21
35,Rose-ringed parakeet,50
50,Rose-ringed parakeet,71
16,Budgerigar,37
8,Eclectus,20
21,Rose-ringed parakeet,36
38,Budgerigar,68
37,Budgerigar,63
34,Eclectus,67
41,Rose-ringed parakeet,67
54,Rose-ringed parakeet,76
23,Rose-ringed parakeet,35
5,Eclectus,14
20,Eclectus,39
55,Eclectus,89
15,Rose-ringed parakeet,28
27,Budgerigar,30
7,Eclectus,19
42,Eclectus,54
43,Rose-ringed parakeet,55
